"date","year","month","day","5405001"
2001-03-01,"2001","03","01",70.378
2001-04-01,"2001","04","01",44.315
2001-05-01,"2001","05","01",25.554
2001-06-01,"2001","06","01",21.212
2001-07-01,"2001","07","01",21.096
2001-08-01,"2001","08","01",32.204
2001-09-01,"2001","09","01",41.248
2001-10-01,"2001","10","01",69.227
2001-11-01,"2001","11","01",68.665
2001-12-01,"2001","12","01",93.21
2002-01-01,"2002","01","01",92.844
2002-02-01,"2002","02","01",74.47
2002-03-01,"2002","03","01",70.02
2002-04-01,"2002","04","01",42.694
2002-05-01,"2002","05","01",30.008
2002-06-01,"2002","06","01",19.406
2002-07-01,"2002","07","01",21.44
2002-08-01,"2002","08","01",31.463
2002-09-01,"2002","09","01",44.218
2002-10-01,"2002","10","01",62.157
2002-11-01,"2002","11","01",72.216
2002-12-01,"2002","12","01",84.402
2003-01-01,"2003","01","01",97.744
2003-02-01,"2003","02","01",77.698
2003-03-01,"2003","03","01",70.752
2003-04-01,"2003","04","01",47.813
2003-05-01,"2003","05","01",34.758
2003-06-01,"2003","06","01",20.879
2003-07-01,"2003","07","01",22.281
2003-08-01,"2003","08","01",35.725
2003-09-01,"2003","09","01",48.785
2003-10-01,"2003","10","01",69.022
2003-11-01,"2003","11","01",71.901
2003-12-01,"2003","12","01",88.662
2004-01-01,"2004","01","01",99.375
2004-02-01,"2004","02","01",77.006
2004-03-01,"2004","03","01",71.367
2004-04-01,"2004","04","01",42.201
2004-05-01,"2004","05","01",30.25
2004-06-01,"2004","06","01",22.057
2004-07-01,"2004","07","01",22.995
2004-08-01,"2004","08","01",32.055
2004-09-01,"2004","09","01",50.871
2004-10-01,"2004","10","01",60.506
2004-11-01,"2004","11","01",60.808
2004-12-01,"2004","12","01",88.106
2005-01-01,"2005","01","01",95.122
2005-02-01,"2005","02","01",78.35
2005-03-01,"2005","03","01",64.806
2005-04-01,"2005","04","01",44.533
2005-05-01,"2005","05","01",24.455
2005-06-01,"2005","06","01",17.644
2005-07-01,"2005","07","01",22.765
2005-08-01,"2005","08","01",32.073
2005-09-01,"2005","09","01",38.735
2005-10-01,"2005","10","01",60.366
2005-11-01,"2005","11","01",74.367
2005-12-01,"2005","12","01",91.835
2006-01-01,"2006","01","01",100.157
2006-02-01,"2006","02","01",75.583
2006-03-01,"2006","03","01",70.768
2006-04-01,"2006","04","01",50.567
2006-05-01,"2006","05","01",35.834
2006-06-01,"2006","06","01",20.402
2006-07-01,"2006","07","01",22.685
2006-08-01,"2006","08","01",32.294
2006-09-01,"2006","09","01",44.692
2006-10-01,"2006","10","01",63.553
2006-11-01,"2006","11","01",74.048
2006-12-01,"2006","12","01",91.709
2007-01-01,"2007","01","01",92.521
2007-02-01,"2007","02","01",68.642
2007-03-01,"2007","03","01",66.671
2007-04-01,"2007","04","01",45.342
2007-05-01,"2007","05","01",28.572
2007-06-01,"2007","06","01",17.902
2007-07-01,"2007","07","01",18.822
2007-08-01,"2007","08","01",26.31
2007-09-01,"2007","09","01",46.747
2007-10-01,"2007","10","01",64.65
2007-11-01,"2007","11","01",76.034
2007-12-01,"2007","12","01",85.668
2008-01-01,"2008","01","01",97.907
2008-02-01,"2008","02","01",72.365
2008-03-01,"2008","03","01",64.622
2008-04-01,"2008","04","01",45.647
2008-05-01,"2008","05","01",28.718
2008-06-01,"2008","06","01",18.599
2008-07-01,"2008","07","01",22.861
2008-08-01,"2008","08","01",28.371
2008-09-01,"2008","09","01",44.245
2008-10-01,"2008","10","01",65.042
2008-11-01,"2008","11","01",82.026
2008-12-01,"2008","12","01",88.925
2009-01-01,"2009","01","01",95.064
2009-02-01,"2009","02","01",71.928
2009-03-01,"2009","03","01",71.992
2009-04-01,"2009","04","01",55.356
2009-05-01,"2009","05","01",34.693
2009-06-01,"2009","06","01",21.778
2009-07-01,"2009","07","01",19.795
2009-08-01,"2009","08","01",31.922
2009-09-01,"2009","09","01",38.406
2009-10-01,"2009","10","01",61.847
2009-11-01,"2009","11","01",60.36
2009-12-01,"2009","12","01",87.557
2010-01-01,"2010","01","01",98.956
2010-02-01,"2010","02","01",75.408
2010-03-01,"2010","03","01",74.833
2010-04-01,"2010","04","01",46.989
2010-05-01,"2010","05","01",32.965
2010-06-01,"2010","06","01",19.694
2010-07-01,"2010","07","01",16.357
2010-08-01,"2010","08","01",32.386
2010-09-01,"2010","09","01",43.595
2010-10-01,"2010","10","01",64.21
2010-11-01,"2010","11","01",68.896
2010-12-01,"2010","12","01",78.651
2011-01-01,"2011","01","01",92.888
2011-02-01,"2011","02","01",72.911
2011-03-01,"2011","03","01",62.94
2011-04-01,"2011","04","01",48.034
2011-05-01,"2011","05","01",40.273
2011-06-01,"2011","06","01",20.18
2011-07-01,"2011","07","01",19.859
2011-08-01,"2011","08","01",25.468
2011-09-01,"2011","09","01",46.629
2011-10-01,"2011","10","01",60.438
2011-11-01,"2011","11","01",76.512
2011-12-01,"2011","12","01",92.076
2012-01-01,"2012","01","01",93.391
2012-02-01,"2012","02","01",76.063
2012-03-01,"2012","03","01",76.509
2012-04-01,"2012","04","01",44.55
2012-05-01,"2012","05","01",33.372
2012-06-01,"2012","06","01",19.834
2012-07-01,"2012","07","01",23.88
2012-08-01,"2012","08","01",34.397
2012-09-01,"2012","09","01",52.783
2012-10-01,"2012","10","01",58.372
2012-11-01,"2012","11","01",72.818
2012-12-01,"2012","12","01",84.11
2013-01-01,"2013","01","01",95.235
2013-02-01,"2013","02","01",75.716
2013-03-01,"2013","03","01",65.199
2013-04-01,"2013","04","01",50.445
2013-05-01,"2013","05","01",30.392
2013-06-01,"2013","06","01",20.416
2013-07-01,"2013","07","01",23.764
2013-08-01,"2013","08","01",32.226
2013-09-01,"2013","09","01",39.518
2013-10-01,"2013","10","01",64.222
2013-11-01,"2013","11","01",69.232
2013-12-01,"2013","12","01",93.702
2014-01-01,"2014","01","01",99.293
2014-02-01,"2014","02","01",72.412
2014-03-01,"2014","03","01",63.23
2014-04-01,"2014","04","01",48.522
2014-05-01,"2014","05","01",28.22
2014-06-01,"2014","06","01",19.167
2014-07-01,"2014","07","01",22.773
2014-08-01,"2014","08","01",35.556
2014-09-01,"2014","09","01",41.287
2014-10-01,"2014","10","01",69.562
2014-11-01,"2014","11","01",70.745
2014-12-01,"2014","12","01",87.829
2015-01-01,"2015","01","01",104.6
2015-02-01,"2015","02","01",76.802
2015-03-01,"2015","03","01",75.129
2015-04-01,"2015","04","01",53.056
2015-05-01,"2015","05","01",36.577
2015-06-01,"2015","06","01",28.183
2015-07-01,"2015","07","01",23.359
2015-08-01,"2015","08","01",31.286
2015-09-01,"2015","09","01",41.151
2015-10-01,"2015","10","01",52.11
2015-11-01,"2015","11","01",59.047
2015-12-01,"2015","12","01",81.754
2016-01-01,"2016","01","01",92.715
2016-02-01,"2016","02","01",86.315
2016-03-01,"2016","03","01",71.602
2016-04-01,"2016","04","01",35.756
2016-05-01,"2016","05","01",25.405
2016-06-01,"2016","06","01",18.188
2016-07-01,"2016","07","01",20.586
2016-08-01,"2016","08","01",35.859
2016-09-01,"2016","09","01",56.341
2016-10-01,"2016","10","01",61.366
2016-11-01,"2016","11","01",70.39
2016-12-01,"2016","12","01",82.241
2017-01-01,"2017","01","01",109.283
2017-02-01,"2017","02","01",74.037
2017-03-01,"2017","03","01",67.999
2017-04-01,"2017","04","01",42.042
2017-05-01,"2017","05","01",25.257
2017-06-01,"2017","06","01",19.25
2017-07-01,"2017","07","01",23.901
2017-08-01,"2017","08","01",30.217
2017-09-01,"2017","09","01",48.04
2017-10-01,"2017","10","01",59.088
2017-11-01,"2017","11","01",68.022
2017-12-01,"2017","12","01",93.703
2018-01-01,"2018","01","01",93.515
2018-02-01,"2018","02","01",76.996
2018-03-01,"2018","03","01",70.522
2018-04-01,"2018","04","01",51.701
2018-05-01,"2018","05","01",34.676
2018-06-01,"2018","06","01",19.772
2018-07-01,"2018","07","01",21.536
2018-08-01,"2018","08","01",35.045
2018-09-01,"2018","09","01",50.849
2018-10-01,"2018","10","01",59.141
2018-11-01,"2018","11","01",69.155
2018-12-01,"2018","12","01",86.375
2019-01-01,"2019","01","01",102.468
2019-02-01,"2019","02","01",80.595
2019-03-01,"2019","03","01",68.519
2019-04-01,"2019","04","01",51.04
2019-05-01,"2019","05","01",34.577
2019-06-01,"2019","06","01",20.045
2019-07-01,"2019","07","01",24.961
2019-08-01,"2019","08","01",38.039
2019-09-01,"2019","09","01",48.678
2019-10-01,"2019","10","01",63.483
2019-11-01,"2019","11","01",88.718
2019-12-01,"2019","12","01",100.684
2020-01-01,"2020","01","01",103.975
2020-02-01,"2020","02","01",85.906
2020-03-01,"2020","03","01",76.95
2020-04-01,"2020","04","01",50.563
